Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Temparature Data,Year
Wheat,26,1.10438608,60296,0.196091954,0.967709384,2005
Wheat,27,0.344215364,23521,0.196091954,0.967036663,2005
Wheat,20,0.00013132,6,0.356321839,0.939118735,2005
Wheat,28,0.114379514,5351,2.103448276,0.957954928,2005
Wheat,29,0.236756402,14610,0.293103448,0.95930037,2005
Wheat,1,0.568732764,29147,0.196091954,0.929364279,2005
Wheat,30,0.390282337,18194,0.114942529,0.909182644,2005
Wheat,31,0.202245568,9928,0.196091954,0.910864447,2005
Wheat,32,0.189074196,6976,0.051724138,0.942818702,2005
Wheat,2,0.00338805,164,0.086206897,0.889001009,2005
Wheat,33,0.055837163,2373,0.275862069,0.968045745,2005
Wheat,34,0.004596192,211,0.275862069,0.939118735,2005
Wheat,4,0.220643467,13999,0.196091954,0.945845947,2005
Wheat,35,0.943138542,51055,0.293103448,0.972754793,2005
Wheat,36,0.114011819,6235,0.196091954,0.96535486,2005
Wheat,5,0.229310571,9340,0.196091954,0.922637067,2005
Wheat,37,0,0,0.172413793,0.951227716,2005
Wheat,6,0.05880499,1926,0.196091954,0.903128153,2005
Wheat,38,0.251621799,9856,0.196091954,0.998990918,2005
Wheat,7,0.387183191,14692,0.051724138,0.880255634,2005
Wheat,39,0.032252134,1258,0.196091954,0.933400605,2005
Wheat,40,0,0,0.166666667,0.944500505,2005
Wheat,41,0.317005909,16247,0.196091954,0.929364279,2005
Wheat,42,0.229008536,12980,0.196091954,0.998318197,2005
Wheat,43,0.067616546,3077,0.196091954,0.876892028,2005
Wheat,44,0.000761655,46,0.189655172,0.878910192,2005
Wheat,45,0.419724228,15784,0.091954023,0.88361924,2005
Wheat,21,1.494812869,85999,0.196091954,0.931718803,2005
Wheat,230,0,0,0.196091954,0.967709384,2005
Wheat,8,0.372527905,14020,0.196091954,0.904809956,2005
Wheat,46,0,0,0.166666667,0.934073327,2005
Wheat,47,0.588680236,25752,0.196091954,0.942818702,2005
Wheat,48,1.142035456,54179,0.137931034,0.923309788,2005
Wheat,49,0.474983585,20552,0.040229885,0.867137571,2005
Wheat,9,0,0,0.196091954,0.905482677,2005
Wheat,50,0.100958634,4643,0.196091954,0.949209553,2005
Wheat,10,0.081575837,3246,0.086206897,0.961318533,2005
Wheat,51,1.631753119,65112,0.114942529,0.914228052,2005
Wheat,52,0.100091924,3985,0.196091954,0.935082408,2005
Wheat,11,0.000709127,15,0.196091954,0.93609149,2005
Wheat,53,0.53116218,23795,0.196091954,0.978136562,2005
Wheat,54,0.7422587,35678,0.196091954,0.882946519,2005
Wheat,55,0.186211425,6203,0.196091954,0.86612849,2005
Wheat,56,0.004674984,160,0.196091954,0.89539186,2005
Wheat,57,0.056454366,2866,0.086206897,0.955264043,2005
Wheat,58,0.097728168,4022,0.08045977,0.935082408,2005
Wheat,59,0.880446487,48952,0.086206897,0.948536831,2005
Wheat,60,0.004858831,140,0.196091954,0.978809284,2005
Wheat,61,0.097360473,5089,0.086206897,0.988900101,2005
Wheat,62,0,0,0.196091954,0.960982173,2005
Wheat,63,0.403545634,18398,0.196091954,0.951900437,2005
Wheat,64,0.043873933,2104,0.196091954,0.97645476,2005
Wheat,65,0.024819435,1468,0.196091954,0.951227716,2005
Wheat,66,0.014313854,744,0.196091954,0.960982173,2005
Wheat,67,0.537452397,23053,0.091954023,0.876892028,2005
Wheat,68,2.412081418,127776,0.086206897,0.898755466,2005
Wheat,69,0.522915299,20453,0.196091954,0.94786411,2005
Wheat,70,0.000774787,19,0.196091954,0.962663976,2005
Wheat,13,0.197084701,7209,0.196091954,0.94180962,2005
Wheat,71,0.051070256,2635,0.091954023,0.963000336,2005
Wheat,14,0.138279711,5283,0.196091954,0.934409687,2005
Wheat,135,0,0,0.196091954,0.954591322,2005
Wheat,72,1.568010506,68014,0.196091954,0.94752775,2005
Wheat,15,0.946316481,35437,0.051724138,0.968045745,2005
Wheat,137,0.321759685,17121,0.196091954,0.955936764,2005
Wheat,73,0,0,0.196091954,0.885637403,2005
Wheat,74,0.471385424,20206,0.196091954,0.932727884,2005
Wheat,16,0.024097177,1218,0.196091954,0.933400605,2005
Wheat,138,0.174235062,9058,0.196091954,0.961318533,2005
Wheat,235,3.298726198,147945,0.137931034,0.997981837,2005
Wheat,17,0.211372292,11324,0.086206897,0.972754793,2005
Wheat,139,1.697058437,95927,0.196091954,0.925664312,2005
,,0,0,0.310344828,0.960982173,2005
Wheat,75,0.159816152,6242,0.196091954,0.945173226,2005
Wheat,76,1.416953381,62777,0.091954023,0.932727884,2005
Wheat,77,0.000774787,19,0.196091954,0.96535486,2005
Wheat,78,0.192777413,9524,0.196091954,0.951227716,2005
Wheat,79,0.006329613,201,0.196091954,0.937436932,2005
Wheat,18,0.00199606,67,0.196091954,0.955936764,2005
Wheat,146,0.016152331,776,0.08045977,0.918264379,2005
Wheat,150,0.042298096,1921,0.040229885,0.929027918,2005
Wheat,80,0.028233749,1427,0.442528736,0.999663639,2006
Wheat,25,0.097701904,4743,0.063678161,0.976118399,2006
Wheat,26,0,0,0.063678161,0.88361924,2006
Wheat,27,0,0,0.057471264,0.926673394,2006
Wheat,20,0,0,0,0.978809284,2006
Wheat,28,0.742941563,48297,0.063678161,0.891355533,2006
Wheat,29,0.312147078,15429,0.028735632,0.926000673,2006
Wheat,1,0.945699278,56241,0.063678161,0.90716448,2006
Wheat,30,0.007091267,388,0,0.981163808,2006
Wheat,31,2.321273802,139314,0.057471264,0.963673058,2006
Wheat,32,0.005055811,243,0.063678161,0.945173226,2006
Wheat,2,0.003939593,194,0.005747126,0.955936764,2006
Wheat,33,0.437623112,23995,0.063678161,0.884628322,2006
Wheat,34,0.46126067,24597,0.063678161,0.936764211,2006
Wheat,4,0.087327643,4962,0.063678161,0.968045745,2006
Wheat,35,0.581418253,30012,0.005747126,0.897073663,2006
Wheat,36,0.277216021,18202,0.063678161,0.967036663,2006
Wheat,5,0.077478661,4396,0.063678161,0.972754793,2006
Wheat,37,0.150886408,8629,0.063678161,0.95930037,2006
Wheat,6,0.207222587,13442,0.063678161,0.954254961,2006
Wheat,38,0.065068943,3520,0.063678161,0.944164144,2006
Wheat,7,0.523309258,27325,0.063678161,0.963673058,2006
Wheat,39,2.526789232,161105,0.17816092,0.966027582,2006
Wheat,40,0.152527905,7860,0,0.919946182,2006
Wheat,41,0.31641497,17331,0.195402299,0.949209553,2006
Wheat,42,0.003414314,191,0.063678161,0.931718803,2006
Wheat,43,0.307616546,17759,0.063678161,0.909182644,2006
Wheat,44,0.19435325,13673,0.074712644,0.966027582,2006
Wheat,45,0.071306632,3586,0.063678161,0.937436932,2006
Wheat,21,0.469074196,20867,0.063678161,0.984527413,2006
Wheat,230,0.002495076,131,0.063678161,0.943491423,2006
Wheat,8,0.287458963,16048,0,0.98284561,2006
Wheat,46,0,0,0.063678161,0.966027582,2006
Wheat,47,0.229546947,10681,0.005747126,0.939118735,2006
Wheat,48,0.040906106,2173,0.005747126,0.916582577,2006
Wheat,49,0.015101773,819,0.063678161,0.966027582,2006
Wheat,9,0.017596848,861,0.011494253,0.908173562,2006
Wheat,50,0.09993434,4417,0.063678161,0.927682476,2006
Wheat,10,0.00013132,4,0.063678161,0.912209889,2006
Wheat,51,0.021273802,1169,0.063678161,0.942482341,2006
Wheat,52,0.101772817,5522,0.063678161,0.900773629,2006
Wheat,11,0.228168089,15228,0.063678161,0.976118399,2006
Wheat,53,0.245502298,10147,0.063678161,0.878910192,2006
Wheat,54,0.004661852,174,0.442528736,0.943491423,2006
Wheat,55,0,0,0.063678161,0.912209889,2006
Wheat,56,1.415036113,69729,0.005747126,0.964345779,2006
Wheat,57,0.102954695,4966,0,0.887991927,2006
Wheat,58,0.035062377,1880,0.063678161,0.986545577,2006
Wheat,59,6.57E-05,2,0.063678161,0.983181971,2006
Wheat,60,0.826854892,48464,0.057471264,0.964345779,2006
Wheat,61,0.741891005,37579,0.17816092,0.956273125,2006
Wheat,62,0.05541694,2853,0.005747126,0.882946519,2006
Wheat,63,0.00013132,6,0.109195402,0.8839556,2006
Wheat,64,0.128430729,5556,0.063678161,0.964682139,2006
Wheat,65,0.847406435,51106,0.074712644,0.992936428,2006
Wheat,66,0.00026264,7,0.063678161,0.966363942,2006
Wheat,67,0.278069599,13084,0.063678161,0.961318533,2006
Wheat,68,1.425869993,103473,0.063678161,0.969391187,2006
Wheat,69,0.00026264,7,0.063678161,0.917591658,2006
Wheat,70,0.045042679,2269,0.063678161,0.944500505,2006
Wheat,13,0.62757715,28688,0.005747126,0.960982173,2006
Wheat,71,0.004661852,262,0.063678161,0.900773629,2006
Wheat,14,0.118384767,6569,0.005747126,0.872855701,2006
Wheat,135,0.048982272,2528,0,0.889001009,2006
Wheat,72,1.381286934,80018,0.063678161,0.997981837,2006
Wheat,15,0,0,0.017241379,1.001681803,2006
Wheat,137,0.000853578,38,0,0.994954591,2006
Wheat,73,0.135587656,6968,0.063678161,0.915573495,2006
Wheat,74,0.176296783,7562,0.063678161,0.935755129,2006
Wheat,16,0.001575837,88,0,0.935755129,2006
Wheat,138,0.308995404,16749,0.063678161,0.950218634,2006
Wheat,235,0,0,0.017241379,0.968045745,2006
Wheat,17,0.359028234,20053,0.063678161,0.973763875,2006
Wheat,139,0.120748523,5833,0.011494253,0.967709384,2006
Wheat,75,0.280367695,16154,0.063678161,0.973763875,2006
Wheat,76,0.151739987,7332,0.063678161,0.935082408,2006
Wheat,77,0.013919895,736,0.063678161,0.964345779,2006
Wheat,78,0.144977019,6686,0.063678161,0.978136562,2006
Wheat,79,0.115955351,5478,0.005747126,0.918937101,2006
Wheat,18,0.026132633,1126,0.028735632,0.963673058,2006
Wheat,146,1.51687459,86986,0.063678161,0.94786411,2006
Wheat,150,1.286080105,68993,0.195402299,0.98284561,2006
Wheat,80,0.276099803,15778,0.810344828,1.031954255,2007
Wheat,25,0.570781353,26835,0.586206897,0.968718466,2007
Wheat,26,0.000590939,34,1.632183908,0.940800538,2007
Wheat,27,0.039592909,2458,0.189655172,0.932727884,2007
Wheat,20,0.063033487,3673,0.787816092,0.918264379,2007
Wheat,28,1.610505581,131979,0.787816092,0.962663976,2007
Wheat,29,0.008273145,479,0.787816092,1.022536159,2007
Wheat,1,0.004070913,234,0.787816092,0.913891692,2007
Wheat,30,0,0,0.787816092,0.949545913,2007
Wheat,31,2.726657912,203779,0.172413793,1.006727212,2007
Wheat,32,0.000393959,20,0.787816092,0.934409687,2007
Wheat,2,0.102626395,6131,0.189655172,1.002354524,2007
Wheat,33,0.000787919,40,0.798850575,0.94180962,2007
Wheat,34,0.118647406,6870,0.787816092,0.942482341,2007
Wheat,4,0.002298096,126,0.850574713,0.90716448,2007
Wheat,35,0.018450427,1170,0.787816092,0.96535486,2007
Wheat,36,0.288509521,12326,0.787816092,0.954591322,2007
Wheat,5,0.005252791,309,0.787816092,0.922637067,2007
Wheat,37,0.180892974,9821,0.787816092,0.897073663,2007
Wheat,6,0.000525279,32,0.787816092,1.015136226,2007
Wheat,38,0.013328956,642,0.787816092,0.935755129,2007
Wheat,7,0.007091267,423,1.022988506,0.932391524,2007
Wheat,39,0.081352594,5182,0.787816092,0.922637067,2007
Wheat,40,0.101838477,5989,0.787816092,0.963000336,2007
Wheat,41,1.107813526,73629,0.787816092,0.903128153,2007
Wheat,42,2.63E-05,1,0.787816092,0.962663976,2007
Wheat,43,0.098358503,5846,1.028735632,1.006390851,2007
Wheat,44,0.000393959,14,0.787816092,1.024217962,2007
Wheat,45,0.024885095,1129,0.810344828,0.994618231,2007
Wheat,21,0.276756402,16342,0.787816092,0.977127481,2007
Wheat,230,0.007156927,410,0.787816092,0.917255298,2007
Wheat,8,0.168351937,11762,0.787816092,0.996636394,2007
Wheat,46,6.57E-05,2,0.787816092,0.929364279,2007
Wheat,47,0.000393959,14,0.787816092,1.010763539,2007
Wheat,48,0.98883782,65912,0.787816092,0.8839556,2007
Wheat,49,6.57E-05,2,1.632183908,0.905819038,2007
Wheat,9,0.071240972,4585,0.787816092,0.88967373,2007
Wheat,50,0.147472095,7340,0.586206897,1.022536159,2007
Wheat,10,0.321076822,17477,0.787356322,0.942482341,2007
Wheat,51,0.134799737,7169,0.954022989,0.970400269,2007
Wheat,52,0.465462902,28816,0.787816092,0.918264379,2007
Wheat,11,0.561851609,30392,0.787816092,0.918264379,2007
Wheat,53,0.751280368,47600,0.879310345,1.014799865,2007
Wheat,54,0.860735391,59013,0.16091954,0.932727884,2007
Wheat,55,0.022521339,1290,0.959770115,0.956945846,2007
Wheat,56,0.995797768,64984,0.33908046,0.938446014,2007
Wheat,57,0,0,0.701149425,0.931046081,2007
Wheat,58,0.118975706,7717,0.787816092,0.913891692,2007
Wheat,59,0.369862114,24727,0.787816092,0.956273125,2007
Wheat,60,0.848391333,64624,0.787816092,0.932391524,2007
Wheat,61,2.27202889,169789,0.16091954,0.908173562,2007
Wheat,62,0.000787919,50,0.787816092,0.880255634,2007
Wheat,63,0.002954695,165,0.787816092,0.991254625,2007
Wheat,64,0.004399212,244,0.959770115,0.908173562,2007
Wheat,65,0.061982928,3723,0.959770115,0.94180962,2007
Wheat,66,0.054629022,3314,1.235632184,0.943491423,2007
Wheat,67,0.123243598,7938,0.787816092,0.920955264,2007
Wheat,68,0.121339462,7158,0.959770115,0.988900101,2007
Wheat,69,1.736309915,103416,0.879310345,0.957954928,2007
Wheat,70,0,0,1.103448276,0.991254625,2007
Wheat,13,0.030820749,1903,1.022988506,0.956273125,2007
Wheat,71,0,0,0.787816092,0.932727884,2007
Wheat,14,0.258240315,15107,0.787816092,0.929364279,2007
Wheat,135,0.18305975,13362,1.028735632,0.963000336,2007
Wheat,72,0.244780039,21103,0.787816092,0.915909855,2007
Wheat,15,0.650689429,42984,0.172413793,0.926000673,2007
Wheat,137,0.284241628,18292,0.787816092,0.956273125,2007
Wheat,73,0.135915955,7812,1.057471264,0.932391524,2007
Wheat,74,0.435259357,31759,0.787816092,0.881937437,2007
Wheat,16,0.191529875,9877,0.787816092,0.938446014,2007
Wheat,138,0.387984242,25619,0.787816092,0.943491423,2007
Wheat,235,0.095863427,6521,0.787816092,0.932391524,2007
Wheat,17,0.286605384,18794,0.787816092,0.917591658,2007
Wheat,139,0.45535128,37354,0.787816092,0.922637067,2007
Wheat,75,0.044977019,2579,0.787816092,0.874537504,2007
Wheat,76,0.138017072,9400,0.33908046,0.909855365,2007
Wheat,77,0.146552856,7298,0.787816092,0.909855365,2007
Wheat,78,0.164018385,9674,0.787816092,0.881937437,2007
Wheat,79,0.080761655,5330,0.787816092,0.969727548,2007
Wheat,18,0.806303349,52091,1.028735632,0.940800538,2007
Wheat,146,0.586080105,48695,0.787816092,0.941136899,2007
Wheat,150,0.039724228,2073,0.787816092,0.957954928,2007
Wheat,80,0.063033487,4924,0.351494253,1.001681803,2008
Wheat,25,0.843768877,49359,0.5,0.98284561,2008
Wheat,26,0.004950755,321,0.351494253,0.906491759,2008
Wheat,27,0.990321733,80339,0.351494253,0.955264043,2008
Wheat,20,0.103690085,7346,0.351494253,0.905482677,2008
Wheat,28,0.629074196,50282,0.351494253,0.95358224,2008
Wheat,29,0.085817466,6167,0.218390805,0.957954928,2008
Wheat,1,0.003900197,253,0.351494253,0.915909855,2008
Wheat,30,0.157820092,7752,0.235632184,0.8839556,2008
Wheat,31,0.034143139,1755,0.351494253,0.930709721,2008
Wheat,32,0.002626395,150,0.351494253,0.932727884,2008
Wheat,2,1.184464872,82957,0.351494253,0.926000673,2008
Wheat,33,0,0,0.390804598,0.918264379,2008
Wheat,34,0.033184504,1905,0.310344828,0.907500841,2008
Wheat,4,0.000853578,45,0.310344828,0.968718466,2008
Wheat,35,0.002692055,157,0.25862069,0.943491423,2008
Wheat,36,0.000485883,25,0.351494253,0.894046418,2008
Wheat,5,0.357977676,22824,0.351494253,0.917255298,2008
Wheat,37,0.024175968,1361,0.373563218,0.969727548,2008
Wheat,6,0.209848982,11709,0.351494253,0.912209889,2008
Wheat,38,0.148522653,8916,0.316091954,0.933400605,2008
Wheat,7,0.11196323,7648,0.373563218,0.88967373,2008
Wheat,39,0.257570584,15732,0.454022989,0.893037336,2008
Wheat,40,2.63E-05,1,0.351494253,0.957618567,2008
Wheat,41,0.000853578,46,0.459770115,0.954591322,2008
Wheat,42,0.904661852,63053,0.149425287,0.890682812,2008
Wheat,43,0.000328299,21,0.310344828,0.95930037,2008
Wheat,44,1.420091924,95828,0.351494253,0.945845947,2008
Wheat,45,0.006237689,408,0.586206897,0.932727884,2008
Wheat,21,0.00086671,50,0.25862069,0.997981837,2008
Wheat,230,0.039921208,2355,0.351494253,0.915909855,2008
Wheat,8,0.153775443,9154,0.351494253,0.915573495,2008
Wheat,46,0.181418253,15140,0.603448276,0.87790111,2008
Wheat,47,0.000328299,11,0.586206897,0.956273125,2008
Wheat,48,0.120577807,6865,0.351494253,0.900437269,2008
Wheat,49,0.396323047,25505,0.351494253,0.930709721,2008
Wheat,9,0.005975049,382,0.310344828,0.966027582,2008
Wheat,50,1.957321077,130494,0.5,0.878910192,2008
Wheat,10,0.007288247,447,0.351494253,0.898082745,2008
Wheat,51,0.522429416,29451,0.212643678,0.927346115,2008
Wheat,52,0.021405121,1151,0.351494253,0.981500168,2008
Wheat,11,0.006185161,357,0.25862069,0.889001009,2008
Wheat,53,0.881418253,54067,0.195402299,0.876219307,2008
Wheat,54,0.128076165,8501,0.212643678,0.956945846,2008
Wheat,55,0.0687065,4505,0.351494253,0.936764211,2008
Wheat,56,2.579816152,192638,0.149425287,0.881264716,2008
Wheat,57,0.176835194,12466,0.351494253,0.963000336,2008
Wheat,58,1.055128037,72790,0.351494253,0.911537168,2008
Wheat,59,0.000525279,24,0.351494253,0.931046081,2008
Wheat,60,0.456664478,21124,0.235632184,0.903128153,2008
Wheat,61,0.065016415,4224,0.586206897,0.956945846,2008
Wheat,81,0.221273802,14278,0.351494253,0.972754793,2008
Wheat,63,0.053184504,3462,0.155172414,0.941136899,2008
Wheat,64,0.421365726,26577,0.351494253,0.951227716,2008
Wheat,65,0.116217991,8386,0.155172414,0.922637067,2008
Wheat,66,0.100853578,4925,0.351494253,0.917591658,2008
Wheat,67,0.054878529,3563,0.752873563,0.992936428,2008
Wheat,68,0.000328299,11,0.586206897,0.880255634,2008
Wheat,69,0.293368352,19913,0.351494253,0.931718803,2008
Wheat,70,0.050820749,2788,0.351494253,0.891355533,2008
Wheat,13,0.510177282,29540,0.351494253,0.948536831,2008
Wheat,71,0.799750492,56677,0.351494253,0.928355197,2008
Wheat,14,0.002495076,117,0.351494253,0.932391524,2008
Wheat,135,0.036835194,2306,0.454022989,0.905819038,2008
Wheat,72,0.288509521,23741,0.351494253,0.985536495,2008
Wheat,15,0.164215364,8976,0.351494253,0.945173226,2008
Wheat,137,0.019763624,1085,0.351494253,0.972082072,2008
Wheat,73,0.269468155,13603,0.351494253,0.861083081,2008
Wheat,74,0.159120158,9471,0.351494253,0.88967373,2008
Wheat,16,0.035325016,1770,0.351494253,0.900773629,2008
Wheat,138,2.811687459,179435,0.195402299,0.917591658,2008
Wheat,235,0.281877873,13341,0.442528736,0.969391187,2008
Wheat,17,0.050820749,3237,0.351494253,0.944500505,2008
Wheat,139,0.118450427,7384,0.351494253,0.95930037,2008
Wheat,75,0.001483913,95,0.351494253,0.986545577,2008
Wheat,76,0,0,0.351494253,0.935755129,2008
Wheat,77,1.175705844,79655,0.351494253,0.992936428,2008
Wheat,78,0.072514773,4535,0.351494253,0.960982173,2008
Wheat,79,0.045633618,2733,0.351494253,0.968045745,2008
Wheat,18,0.405121471,33556,0.351494253,0.950891356,2008
Wheat,146,0.197990808,8447,0.351494253,0.874537504,2008
Wheat,150,0.079776756,4055,0.201149425,0.876892028,2008
Wheat,80,0.000236376,8,0.109195402,0.942818702,2009
Wheat,25,0.076099803,5311,0.082528736,0.915909855,2009
Wheat,26,0.000367695,7,0.082528736,0.935755129,2009
Wheat,27,0.005029547,329,0.082528736,0.991254625,2009
Wheat,20,0.101116218,10363,0.082528736,0.922637067,2009
Wheat,28,0.000157584,8,0.063218391,0.915573495,2009
Wheat,29,0.009848982,416,0.082528736,0.902119072,2009
Wheat,1,0.052856205,3260,0.155172414,0.919946182,2009
Wheat,30,0.002783979,96,0.082528736,0.984863774,2009
Wheat,31,0.071346028,2425,0,0.903800875,2009
Wheat,32,0.000236376,8,0.109195402,0.892364615,2009
Wheat,2,0.001654629,116,0.082528736,0.93609149,2009
Wheat,33,0.388942876,27687,0.082528736,0.933400605,2009
Wheat,34,0.390544977,12836,0.082528736,0.917255298,2009
Wheat,4,0.080682863,6374,0.082528736,0.866801211,2009
Wheat,35,0.066684176,3169,0.022988506,0.90716448,2009
Wheat,36,1.141667761,91106,0.082528736,0.88967373,2009
Wheat,5,0.174064347,11048,0.082528736,0.943491423,2009
Wheat,37,0,0,0.082528736,0.940800538,2009
Wheat,6,0.391923835,42342,0.082528736,1.002354524,2009
Wheat,38,0.033775443,1803,0.082528736,0.905482677,2009
Wheat,7,0.006119501,387,0.114942529,0.961318533,2009
Wheat,39,2.75202889,241090,0.005747126,0.964682139,2009
Wheat,40,0.141247538,9708,0.068965517,0.944164144,2009
Wheat,41,0.044622456,2891,0.082528736,0.894046418,2009
Wheat,42,0.004123441,291,0.082528736,0.932391524,2009
Wheat,43,0.0958109,6218,0.017241379,0.893037336,2009
Wheat,44,0.005252791,327,0.155172414,0.89539186,2009
Wheat,45,0.160446487,11438,0.082528736,0.998990918,2009
Wheat,21,1.815640184,143618,0.028735632,1.001345442,2009
Wheat,230,0,0,0.082528736,0.942482341,2009
Wheat,8,0.005029547,327,0.082528736,0.920618903,2009
Wheat,46,0.034510834,2096,0.114942529,0.913891692,2009
Wheat,47,0,0,0.333333333,0.943491423,2009
Wheat,48,0.089954038,5423,0.082528736,0.967709384,2009
Wheat,49,0.90797111,77378,0.082528736,0.963673058,2009
Wheat,9,0.025016415,5052,0.082528736,0.950891356,2009
Wheat,50,0.680026264,53758,0.051724138,0.90716448,2009
Wheat,10,0.083795141,7651,0.189655172,0.921627985,2009
Wheat,51,0,0,0.281609195,0.934073327,2009
Wheat,52,0.191582403,7724,0.034482759,0.923982509,2009
Wheat,11,0.207879186,18124,0.082528736,0.926000673,2009
Wheat,53,0.243992121,10798,0.082528736,0.983181971,2009
Wheat,54,0.878463559,72385,0.045977011,0.963000336,2009
Wheat,55,0.312107682,20031,0.082528736,0.998318197,2009
Wheat,56,0.067275115,2463,0.082528736,0.949545913,2009
Wheat,57,0.048916612,2286,0.082528736,0.935082408,2009
Wheat,58,0.000157584,9,0.063218391,0.949545913,2009
Wheat,59,0.000722259,32,0.082528736,0.930037,2009
Wheat,60,0.249560079,20153,0.082528736,0.976118399,2009
Wheat,61,0.140288903,9245,0.082528736,0.997981837,2009
Wheat,81,0.219330269,12678,0,0.92431887,2009
Wheat,63,0.411910703,19117,0,0.931718803,2009
Wheat,64,0.359198949,35928,0.082528736,0.964345779,2009
Wheat,65,0.120853578,8162,0,0.923982509,2009
Wheat,66,0.05428759,3662,0.082528736,0.934073327,2009
Wheat,67,0.020577807,1284,0.082528736,0.942482341,2009
Wheat,68,0.172738017,11028,0.082528736,0.954254961,2009
Wheat,69,0.079658569,4950,0.082528736,0.974436596,2009
Wheat,70,0.152790545,9592,0.082528736,0.910528086,2009
Wheat,13,0.141904137,9107,0.051724138,0.936764211,2009
Wheat,71,1.534642154,142186,0.082528736,0.939118735,2009
Wheat,14,0.041523309,2556,0.017241379,0.863773966,2009
Wheat,135,1.007406435,86378,0.082528736,0.98284561,2009
Wheat,72,0.548483257,40692,0.082528736,0.969391187,2009
Wheat,15,0.71003283,45626,0,0.912209889,2009
