Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,,Year
Wheat,25,297,253,15.29,27.23,2008
Wheat,26,0,0,15.29,27.82,2008
Wheat,27,40,24,15.29,27.68,2008
Wheat,20,1841,1361,16.25,28.83,2008
Wheat,28,8526,7648,16.25,26.45,2008
Wheat,29,6535,6167,9.5,28.48,2008
Wheat,1,4050,3462,6.75,27.98,2008
Wheat,30,8850,8386,6.75,27.43,2008
Wheat,31,15077,8447,15.29,26,2008
Wheat,32,7680,4925,15.29,27.28,2008
Wheat,2,25,11,25.5,28.43,2008
Wheat,33,25,11,25.5,26.17,2008
Wheat,34,27260,22824,15.29,27.27,2008
Wheat,4,12018,7752,10.25,26.28,2008
Wheat,35,34775,21124,10.25,26.85,2008
Wheat,36,0,0,17,27.3,2008
Wheat,5,2805,2306,19.75,26.93,2008
Wheat,37,19614,15732,19.75,26.55,2008
Wheat,6,67120,54067,8.5,26.05,2008
Wheat,38,214110,179435,8.5,27.28,2008
Wheat,7,64253,49359,21.75,29.22,2008
Wheat,39,149050,130494,21.75,26.13,2008
Wheat,40,205,157,11.25,28.05,2008
Wheat,41,2600,1755,15.29,27.67,2008
Wheat,42,555,447,15.29,26.7,2008
Wheat,43,13466,12466,15.29,28.63,2008
Wheat,44,1505,1085,15.29,28.9,2008
Wheat,45,37,25,15.29,26.58,2008
Wheat,21,12505,8976,15.29,28.1,2008
Wheat,230,15980,11709,15.29,27.12,2008
Wheat,8,13815,15140,26.25,26.1,2008
Wheat,46,60901,56677,15.29,27.6,2008
Wheat,47,16850,14278,15.29,28.92,2008
Wheat,48,4800,4924,15.29,29.78,2008
Wheat,49,2,1,15.29,28.47,2008
Wheat,9,475,408,25.5,27.73,2008
Wheat,50,4951,4224,25.5,28.45,2008
Wheat,10,9020,7384,15.29,28.52,2008
Wheat,51,11710,9154,15.29,27.22,2008
Wheat,52,20520,13603,15.29,25.6,2008
Wheat,11,32087,26577,15.29,28.28,2008
Wheat,53,90197,82957,15.29,27.53,2008
Wheat,54,200,150,15.29,27.73,2008
Wheat,55,3040,2355,15.29,27.23,2008
Wheat,56,11310,8916,13.75,27.75,2008
Wheat,57,22340,19913,15.29,27.7,2008
Wheat,58,5522,4535,15.29,28.57,2008
Wheat,59,190,117,15.29,27.72,2008
Wheat,60,30850,33556,15.29,28.27,2008
Wheat,61,1630,1151,15.29,29.18,2008
Wheat,81,6075,4055,8.75,26.07,2008
Wheat,63,7896,7346,15.29,26.92,2008
Wheat,64,5232,4505,15.29,27.85,2008
Wheat,65,3870,2788,15.29,26.5,2008
Wheat,66,75413,80339,15.29,28.4,2008
Wheat,67,21970,23741,15.29,29.3,2008
Wheat,68,2690,1770,15.29,26.78,2008
Wheat,69,3870,3237,15.29,28.08,2008
Wheat,70,30180,25505,15.29,27.67,2008
Wheat,13,66,50,11.25,29.67,2008
Wheat,71,471,357,11.25,26.43,2008
Wheat,14,80348,72790,15.29,27.1,2008
Wheat,135,89530,79655,15.29,29.52,2008
Wheat,72,38850,29540,15.29,28.2,2008
Wheat,15,25,21,13.5,28.52,2008
Wheat,137,65,45,13.5,28.8,2008
Wheat,73,113,95,15.29,29.33,2008
Wheat,74,47904,50282,15.29,28.35,2008
Wheat,16,68890,63053,6.5,26.48,2008
Wheat,138,196453,192638,6.5,26.2,2008
Wheat,235,65,46,20,28.38,2008
Wheat,17,9753,8501,9.25,28.45,2008
Wheat,139,39783,29451,9.25,27.57,2008
Wheat,75,4179,3563,32.75,29.52,2008
Wheat,76,12117,9471,15.29,26.45,2008
Wheat,77,3475,2733,15.29,28.78,2008
Wheat,78,9182,6865,15.29,26.77,2008
Wheat,79,377,321,15.29,26.95,2008
Wheat,18,455,382,13.5,28.72,2008
Wheat,146,2527,1905,13.5,26.98,2008
Wheat,150,21465,13341,19.25,28.82,2008
Wheat,80,108140,95828,15.29,28.12,2008
Wheat,25,505,454,3.59,29.27,2009
Wheat,26,0,0,3.59,27.97,2009
Wheat,27,0,1,3.59,27.55,2009
Wheat,20,1896,1321,8.25,26.9,2009
Wheat,28,6381,7651,8.25,27.4,2009
Wheat,29,4402,6291,5.25,26.28,2009
Wheat,1,3162,2556,0.75,25.68,2009
Wheat,30,7296,6218,0.75,26.55,2009
Wheat,31,18580,10798,3.59,29.23,2009
Wheat,32,5078,3169,1,26.97,2009
Wheat,2,18,8,4.75,26.53,2009
Wheat,33,18,8,4.75,28.03,2009
Wheat,34,29740,12836,3.59,27.27,2009
Wheat,4,7709,5150,0,28.98,2009
Wheat,35,31367,19117,0,27.7,2009
Wheat,36,0,0,14.5,28.05,2009
Wheat,5,1517,710,1.5,28.9,2009
Wheat,37,14589,7724,1.5,27.47,2009
Wheat,6,55393,53492,0.25,26.85,2009
Wheat,38,209567,241090,0.25,28.68,2009
Wheat,7,60366,70752,1.25,28.43,2009
Wheat,39,138261,143618,1.25,29.77,2009
Wheat,40,187,150,14,28.95,2009
Wheat,41,6066,4950,3.59,28.97,2009
Wheat,42,314,291,3.59,27.72,2009
Wheat,43,12218,11438,3.59,29.7,2009
Wheat,44,1567,1284,3.59,28.02,2009
Wheat,45,28,7,3.59,27.82,2009
Wheat,21,10683,9245,3.59,29.67,2009
Wheat,230,13255,11048,3.59,28.05,2009
Wheat,8,10806,9107,2.25,27.85,2009
Wheat,46,51784,53758,2.25,26.97,2009
Wheat,47,15830,18124,3.59,27.53,2009
Wheat,48,4134,3662,3.59,27.77,2009
Wheat,49,0,0,3.59,28.02,2009
Wheat,9,400,327,6.75,26.62,2009
Wheat,50,4025,3260,6.75,27.35,2009
Wheat,10,5795,5311,3.59,27.23,2009
Wheat,51,7700,10363,3.59,27.43,2009
Wheat,52,23767,20031,3.59,29.68,2009
Wheat,11,27353,35928,3.59,28.67,2009
Wheat,53,86938,91106,3.59,26.45,2009
Wheat,54,126,116,3.59,27.83,2009
Wheat,55,3398,2891,3.59,26.58,2009
Wheat,56,10756,9708,3,28.07,2009
Wheat,57,19004,20153,3.59,29.02,2009
Wheat,58,5123,2463,3.59,28.23,2009
Wheat,59,212,96,3.59,29.28,2009
Wheat,60,29845,42342,3.59,29.8,2009
Wheat,61,750,416,3.59,26.82,2009
Wheat,81,5433,2425,0,26.87,2009
Wheat,63,6144,6374,3.59,25.77,2009
Wheat,64,3725,2286,3.59,27.8,2009
Wheat,65,3160,1558,3.59,28.72,2009
Wheat,66,69142,77378,3.59,28.65,2009
Wheat,67,30139,44712,3.59,29.5,2009
Wheat,68,1905,5052,3.59,28.27,2009
Wheat,69,11635,9592,3.59,27.07,2009
Wheat,70,29618,27687,3.59,27.75,2009
Wheat,13,70,61,3.59,27.47,2009
Wheat,71,383,327,3.59,27.37,2009
Wheat,14,76714,86378,3.59,29.22,2009
Wheat,135,83564,91801,3.59,28,2009
Wheat,72,37311,45412,3.59,27.23,2009
Wheat,15,12,8,2.75,27.22,2009
Wheat,137,12,9,2.75,28.23,2009
Wheat,73,55,32,3.59,27.65,2009
Wheat,74,41767,40692,3.59,28.82,2009
Wheat,16,66895,72385,2,28.63,2009
Wheat,138,195794,222162,2,25.57,2009
Wheat,235,0,0,12.25,27.77,2009
Wheat,17,9203,8162,0,27.47,2009
Wheat,139,54069,45626,0,27.12,2009
Wheat,75,3120,2479,4.75,28.82,2009
Wheat,76,13154,11028,3.59,28.37,2009
Wheat,77,2572,1803,3.59,26.92,2009
Wheat,78,6850,5423,3.59,28.77,2009
Wheat,79,383,329,3.59,29.47,2009
Wheat,18,466,387,5,28.58,2009
Wheat,146,2628,2096,5,27.17,2009
Wheat,150,16702,12678,0,27.48,2009
Wheat,80,116863,142186,3.59,27.92,2009
Wheat,25,524,386,12.27,28.73,2010
Wheat,26,0,0,12.27,27.2,2010
Wheat,27,1,0,12.27,27.65,2010
Wheat,20,1938,1161,23,26.4,2010
Wheat,28,8609,4843,23,29.28,2010
Wheat,29,6622,3618,11.75,26.53,2010
Wheat,1,2934,2683,5.75,26.25,2010
Wheat,30,7125,6348,5.75,27.82,2010
Wheat,31,16390,11166,12.27,27.45,2010
Wheat,32,3627,3435,11,27.12,2010
Wheat,2,20,6,16.25,27.45,2010
Wheat,33,20,6,16.25,29.4,2010
Wheat,34,10814,35846,12.27,28.78,2010
Wheat,4,6274,5588,7,25.88,2010
Wheat,35,26291,20189,7,28.95,2010
Wheat,36,0,0,20.75,28.23,2010
Wheat,5,866,1254,32.25,29.02,2010
Wheat,37,11059,10104,32.25,28.4,2010
Wheat,6,52130,55104,0.25,28.72,2010
Wheat,38,219950,217798,0.25,25.28,2010
Wheat,7,62597,58653,20,27.03,2010
Wheat,39,131575,131779,20,28.78,2010
Wheat,40,179,124,19.75,27.55,2010
Wheat,41,5624,5088,12.27,28.03,2010
Wheat,42,402,246,12.27,28.12,2010
Wheat,43,10666,11753,12.27,25.78,2010
Wheat,44,1496,1058,12.27,27.38,2010
Wheat,45,9,19,12.27,27.08,2010
Wheat,21,10625,8869,12.27,28.47,2010
Wheat,230,12924,11199,12.27,27.12,2010
Wheat,8,9445,10992,11,27.77,2010
Wheat,46,52919,51413,12.27,28.42,2010
Wheat,47,16359,15712,12.27,28.57,2010
Wheat,48,4191,3665,12.27,28.4,2010
Wheat,49,0,0,12.27,28.77,2010
Wheat,9,353,381,3.75,27.15,2010
Wheat,50,3411,3545,3.75,28.77,2010
Wheat,10,7613,4153,12.27,29.22,2010
Wheat,51,15212,5473,12.27,27.8,2010
Wheat,52,22547,18488,12.27,28.25,2010
Wheat,11,31434,27690,12.27,28.68,2010
Wheat,53,75988,100110,12.27,28.77,2010
Wheat,54,222,100,12.27,28.85,2010
Wheat,55,3392,2782,12.27,26.93,2010
Wheat,56,8904,10563,2.5,28.08,2010
Wheat,57,20765,18664,12.27,28.27,2010
Wheat,58,3510,3436,12.27,28.53,2010
Wheat,59,215,110,12.27,28.08,2010
Wheat,60,33740,36574,12.27,27.25,2010
Wheat,61,555,530,12.27,27.05,2010
Wheat,81,3639,3502,12.5,28.07,2010
Wheat,63,6350,6045,12.27,28.62,2010
Wheat,64,3462,2597,12.27,26.07,2010
Wheat,65,2264,2041,12.27,28.1,2010
Wheat,66,65600,74330,12.27,27.78,2010
Wheat,67,37258,35010,12.27,27.35,2010
Wheat,68,7599,1320,12.27,28.2,2010
Wheat,69,11024,9572,12.27,29.18,2010
Wheat,70,27687,26213,12.27,27.58,2010
Wheat,13,79,34,12.27,27.58,2010
Wheat,71,480,258,12.27,27.38,2010
Wheat,14,78898,66835,12.27,26.1,2010
Wheat,135,85627,72064,12.27,29.08,2010
Wheat,72,42642,34707,12.27,28.63,2010
Wheat,15,13,6,9.5,26.28,2010
Wheat,137,14,6,9.5,28.88,2010
Wheat,73,40,45,12.27,28.12,2010
Wheat,74,38754,39350,12.27,29.18,2010
Wheat,16,67923,67894,11,27.62,2010
Wheat,138,198468,203447,11,25.95,2010
Wheat,235,0,0,17.75,26.3,2010
Wheat,17,9149,8275,1.5,26.27,2010
Wheat,139,51736,44205,1.5,28.28,2010
Wheat,75,2534,2778,4.75,27.78,2010
Wheat,76,10654,11460,12.27,28.27,2010
Wheat,77,2299,2330,12.27,27.38,2010
Wheat,78,6729,5229,12.27,28.03,2010
Wheat,79,370,333,12.27,28.57,2010
Wheat,18,500,359,14,28.05,2010
Wheat,146,2581,1860,14,27.02,2010
Wheat,150,15842,13341,17,28.78,2010
Wheat,80,125178,127987,12.27,28.28,2010
Wheat,25,533,518,1.61,27.87,2011
Wheat,26,0,0,1.61,26.72,2011
Wheat,27,0,0,1.61,27.75,2011
Wheat,20,1922,1426,0.25,27.1,2011
Wheat,28,8270,7949,0.25,26.25,2011
Wheat,29,6212,6451,0,29.08,2011
Wheat,1,3084,2918,3,26.68,2011
Wheat,30,6949,6474,3,29.67,2011
Wheat,31,14350,9310,1.61,27.9,2011
Wheat,32,4575,4322,0.25,27.55,2011
Wheat,2,18,6,0,26.92,2011
Wheat,33,18,6,0,26.42,2011
Wheat,34,12870,17222,1.61,26.72,2011
Wheat,4,6004,4964,0,27.02,2011
Wheat,35,24929,18596,0,27.45,2011
Wheat,36,0,0,4,28.17,2011
Wheat,5,715,565,0,27.12,2011
Wheat,37,6670,4910,0,27.7,2011
Wheat,6,42092,46696,7.75,29.1,2011
Wheat,38,196880,234544,7.75,28.75,2011
Wheat,7,63811,72338,0,27.82,2011
Wheat,39,129128,142971,0,28.77,2011
Wheat,40,145,119,2.5,27.23,2011
Wheat,41,4192,3687,1.61,27.65,2011
Wheat,42,360,273,1.61,25.58,2011
Wheat,43,10420,11964,1.61,28.92,2011
Wheat,44,672,565,1.61,27.28,2011
Wheat,45,14,12,1.61,27.98,2011
Wheat,21,9713,8988,1.61,29.18,2011
Wheat,230,12111,11223,1.61,29.72,2011
Wheat,8,7692,7795,0.25,27,2011
Wheat,46,50893,52959,0.25,27.8,2011
Wheat,47,16950,18532,1.61,29.18,2011
Wheat,48,3865,3556,1.61,28.05,2011
Wheat,49,0,0,1.61,28.77,2011
Wheat,9,306,282,1.75,28.22,2011
Wheat,50,3587,3539,1.75,25.65,2011
Wheat,10,4790,3310,1.61,28.12,2011
Wheat,51,9280,6449,1.61,28.63,2011
Wheat,52,21534,22466,1.61,27.3,2011
Wheat,11,33555,45654,1.61,26.77,2011
Wheat,53,83355,112571,1.61,27.08,2011
Wheat,54,203,113,1.61,27.03,2011
Wheat,55,3504,3139,1.61,28.22,2011
Wheat,56,8724,10277,0.25,30.18,2011
Wheat,57,20100,20550,1.61,28.05,2011
Wheat,58,2510,1884,1.61,28.08,2011
Wheat,59,80,53,1.61,30.05,2011
Wheat,60,36930,49695,1.61,29.78,2011
Wheat,61,370,280,1.61,29.8,2011
Wheat,81,3317,2400,3.25,27.73,2011
Wheat,63,6151,6082,1.61,26.47,2011
Wheat,64,542,368,1.61,29.45,2011
Wheat,65,2173,1540,1.61,27.12,2011
Wheat,66,61240,74750,1.61,29.6,2011
Wheat,67,37630,36619,1.61,26.17,2011
Wheat,68,4490,3139,1.61,29.47,2011
Wheat,69,9714,9268,1.61,28.95,2011
Wheat,70,35775,41798,1.61,25.42,2011
Wheat,13,88,62,1.61,25.53,2011
Wheat,71,436,294,1.61,27.75,2011
Wheat,14,76465,82858,1.61,28.6,2011
Wheat,135,82434,88052,1.61,28.12,2011
Wheat,72,40430,43524,1.61,28.42,2011
Wheat,15,0,0,1.5,27.53,2011
Wheat,137,0,0,1.5,26.08,2011
Wheat,73,122,60,1.61,28.58,2011
Wheat,74,38090,40535,1.61,27.12,2011
Wheat,16,68057,87008,1.75,29.1,2011
Wheat,138,202702,240175,1.75,27.78,2011
Wheat,235,0,0,0.5,28.28,2011
Wheat,17,8241,7577,5.25,28.07,2011
Wheat,139,47185,46137,5.25,28.07,2011
Wheat,75,2748,2739,0.25,27.32,2011
Wheat,76,8083,7857,1.61,27.58,2011
Wheat,77,2398,2235,1.61,27.15,2011
Wheat,78,5969,5194,1.61,29.43,2011
Wheat,79,124,96,1.61,27.37,2011
Wheat,18,413,335,0.75,27.7,2011
Wheat,146,1289,1049,0.75,28.78,2011
Wheat,150,15275,15058,0.75,27.08,2011
Wheat,80,114358,144324,1.61,28.17,2011
Wheat,25,510,473,15.49,27.97,2012
Wheat,22,0,0,15.49,29.12,2012
Wheat,27,0,0,15.49,26.78,2012
Wheat,20,2239,1552,19.25,28,2012
Wheat,28,8483,8885,19.25,28.58,2012
Wheat,29,6089,7214,10.75,27.93,2012
Wheat,1,4300,4221,14,26.93,2012
Wheat,31,13190,12909,15.49,26.82,2012
Wheat,32,6942,6698,15.49,27.75,2012
Wheat,2,12,8,0.75,25.53,2012
Wheat,82,24675,23821,0.75,26.67,2012
Wheat,34,14580,19032,15.49,26.28,2012
Wheat,4,4140,3933,30.5,29.03,2012
Wheat,36,0,0,3.5,27.42,2012
Wheat,5,586,513,21,29.15,2012
Wheat,83,217430,245699,21,29.68,2012
Wheat,6,46920,59355,2.75,28.72,2012
Wheat,7,75410,90695,37.25,27.7,2012
Wheat,40,135,114,5,28.25,2012
Wheat,41,5274,5057,15.49,26.75,2012
Wheat,42,333,238,15.49,27.55,2012
Wheat,43,14285,17991,15.49,29.58,2012
Wheat,44,606,477,15.49,25.8,2012
Wheat,45,30,33,15.49,28.75,2012
Wheat,21,14725,15005,15.49,27.95,2012
Wheat,8,11527,13158,24.5,26.15,2012
Wheat,47,18974,20568,15.49,27.92,2012
Wheat,48,3834,3606,15.49,27.2,2012
Wheat,23,0,0,15.49,27,2012
Wheat,9,1370,1102,41.5,27.1,2012
Wheat,84,170279,207232,41.5,25.72,2012
Wheat,10,5220,3650,15.49,26.62,2012
Wheat,52,26033,28064,15.49,28.28,2012
Wheat,11,40471,52315,15.49,28.1,2012
Wheat,54,170,97,15.49,28.23,2012
Wheat,55,3821,3805,15.49,27.7,2012
Wheat,56,13833,17045,32,28.65,2012
Wheat,57,27221,32688,15.49,28.65,2012
Wheat,58,2710,2348,15.49,28.2,2012
Wheat,59,200,200,15.49,28.82,2012
Wheat,60,43130,55108,15.49,28.78,2012
Wheat,61,281,215,15.49,28.67,2012
Wheat,62,3487,2671,9.25,25.72,2012
Wheat,63,9950,10295,15.49,28.6,2012
Wheat,64,624,426,15.49,28.27,2012
Wheat,65,3440,2363,15.49,25.82,2012
Wheat,66,64672,84057,15.49,29.92,2012
Wheat,67,53512,68573,15.49,28.25,2012
Wheat,68,5140,3613,15.49,27.52,2012
Wheat,69,8800,9204,15.49,27.02,2012
Wheat,70,46042,58674,15.49,28.52,2012
Wheat,13,86,62,5,27.2,2012
Wheat,14,81792,107713,15.49,28.18,2012
Wheat,72,42244,52635,15.49,28.1,2012
Wheat,15,0,0,20,27.28,2012
Wheat,73,125,86,15.49,28.72,2012
Wheat,74,42720,51331,15.49,28.48,2012
Wheat,16,73957,97422,27,28.65,2012
Wheat,85,335520,430922,27,27.92,2012
Wheat,24,0,0,5.75,26.17,2012
Wheat,17,6942,7053,15.49,28.97,2012
Wheat,139,271604,337113,15.49,28.95,2012
Wheat,75,2546,2493,40.75,28.45,2012
Wheat,76,13894,17550,15.49,26.43,2012
Wheat,77,4378,4530,15.49,25.63,2012
Wheat,78,7411,6656,15.49,26.1,2012
Wheat,79,104,80,15.49,27.48,2012
Wheat,18,367,350,14.5,28.63,2012
Wheat,86,1277,1107,14.5,28.75,2012
Wheat,150,16364,15515,26.25,28.18,2012
Wheat,80,131570,171940,15.49,27.77,2012
Wheat,25,481,495,3.36,28.37,2013
Wheat,22,0,0,3.36,26.77,2013
Wheat,27,8,3,3.36,28.77,2013
Wheat,20,2539,1956,1.5,26.65,2013
Wheat,28,9726,10443,1.5,27.18,2013
Wheat,29,6784,8159,2.25,28.57,2013
Wheat,1,4307,4283,5.5,28.03,2013
Wheat,31,4573,3984,3.36,28.73,2013
Wheat,32,3088,3150,0.75,28.57,2013
Wheat,2,11,7,0,29.4,2013
Wheat,82,11392,10565,0,28.38,2013
Wheat,34,13920,18352,3.36,27.3,2013
Wheat,4,3475,3226,1.5,28.17,2013
Wheat,36,0,0,0,28.3,2013
Wheat,5,743,710,3,27.43,2013
Wheat,83,218494,257287,3,28.28,2013
Wheat,6,47390,59773,2.5,27.13,2013
Wheat,7,79946,102805,3,28.67,2013
Wheat,40,113,122,0.75,27.12,2013
Wheat,41,8850,8245,3.36,30.45,2013
Wheat,42,306,205,3.36,26.93,2013
Wheat,43,13980,18097,3.36,26.75,2013
Wheat,44,1114,921,3.36,27.93,2013
Wheat,45,126,113,3.36,28.42,2013
Wheat,21,19776,20485,3.36,28.58,2013
Wheat,8,10112,12339,5.25,29.73,2013
Wheat,47,17921,20657,3.36,28.85,2013
Wheat,48,3825,3615,3.36,29.27,2013
Wheat,23,0,0,3.36,27.87,2013
Wheat,9,647,555,2,25.7,2013
Wheat,84,165347,198632,3.36,26.58,2013
Wheat,10,4110,2878,3.36,28.92,2013
Wheat,52,28066,31188,3.36,28.42,2013
Wheat,11,41327,49811,3.36,25.72,2013
Wheat,54,58,26,3.36,28.77,2013
Wheat,55,3625,4210,3.36,27.53,2013
Wheat,56,12820,16510,2.5,27.62,2013
Wheat,57,26211,28745,3.36,25.92,2013
Wheat,58,2191,2037,3.36,27.63,2013
Wheat,59,238,214,3.36,29.2,2013
Wheat,60,42836,54524,3.36,28.18,2013
Wheat,61,138,97,3.36,26.78,2013
Wheat,62,4815,4934,4.5,26.12,2013
Wheat,63,9220,10528,3.36,27.03,2013
Wheat,64,574,382,3.36,27.22,2013
Wheat,65,1020,811,3.36,27.83,2013
Wheat,66,63867,82128,3.36,28.1,2013
Wheat,67,72637,93108,3.36,29.17,2013
Wheat,68,4573,3115,3.36,27.28,2013
Wheat,69,9734,10806,3.36,26.97,2013
Wheat,70,46521,60535,3.36,28.73,2013
Wheat,13,74,50,3.36,29.72,2013
Wheat,14,96169,122338,3.36,26.98,2013
Wheat,72,41500,53924,3.36,26.13,2013
Wheat,15,93,39,1.25,28.53,2013
Wheat,73,176,173,3.36,29.67,2013
Wheat,74,41863,49489,3.36,28.07,2013
Wheat,16,72822,92475,5.5,26.43,2013
Wheat,85,374843,473852,5.5,28.05,2013
Wheat,24,0,0,0.5,28.7,2013
Wheat,17,8150,9297,3.5,27.22,2013
Wheat,139,280054,350762,3.5,26.27,2013
Wheat,75,2672,2626,4.25,27.35,2013
Wheat,76,11895,14270,3.36,27.73,2013
Wheat,77,3137,3309,3.36,26.95,2013
Wheat,78,14695,15370,3.36,27.73,2013
Wheat,79,181,134,3.36,27.77,2013
Wheat,18,213,190,1.75,27.98,2013
Wheat,86,1746,1459,1.75,27.45,2013
Wheat,150,16607,17153,3.75,29.45,2013
Wheat,80,132739,173319,3.36,27.72,2013
Wheat,25,729,810,6.11,29.3,2014
Wheat,22,0,0,6.11,26.6,2014
Wheat,27,47,25,6.11,28.85,2014
Wheat,20,3498,3125,3.75,27.87,2014
Wheat,87,12651,13654,3.75,28.52,2014
Wheat,29,8354,9951,4,25.75,2014
Wheat,1,4588,4525,11.5,27.85,2014
Wheat,31,4463,3788,6.11,28.07,2014
Wheat,32,2713,2959,5.25,28.52,2014
Wheat,2,10,5,9.25,28.2,2014
Wheat,82,10782,9968,9.25,28.37,2014
Wheat,34,16677,22404,6.11,28.43,2014
Wheat,4,3433,3070,2,27.92,2014
Wheat,36,0,0,7.25,29.25,2014
Wheat,5,783,716,3,28.7,2014
Wheat,83,187755,228222,3,25.45,2014
Wheat,6,51605,66399,7.75,29.05,2014
Wheat,7,81647,103773,3,27.62,2014
Wheat,40,101,105,3.5,26.5,2014
Wheat,88,6491,6113,6.11,28.8,2014
Wheat,42,213,156,6.11,28.53,2014
Wheat,43,18469,23819,6.11,28.37,2014
Wheat,44,1055,853,6.11,27.57,2014
Wheat,21,21090,22617,6.11,26.67,2014
Wheat,8,7531,9403,4.75,28.38,2014
Wheat,89,185,167,6.11,28.07,2014
Wheat,47,17325,22570,6.11,28,2014
Wheat,48,2653,2670,6.11,28.22,2014
Wheat,23,1,1,6.11,27.32,2014
Wheat,9,1267,1323,6,27.23,2014
Wheat,84,162889,207217,6,27.43,2014
Wheat,10,3523,2525,6.11,28.1,2014
Wheat,52,28749,36475,6.11,26.97,2014
Wheat,90,40030,51999,6.11,27.47,2014
Wheat,54,37,17,6.11,26.67,2014
Wheat,55,3481,4099,6.11,25.92,2014
Wheat,56,12067,15427,3,27.5,2014
Wheat,57,23732,27709,6.11,27.25,2014
Wheat,58,2802,2814,6.11,29.33,2014
Wheat,59,203,187,6.11,28.33,2014
Wheat,60,42830,57155,6.11,26.13,2014
Wheat,61,62,43,6.11,27.17,2014
Wheat,12,3736,3415,10.5,27.77,2014
Wheat,182,30774,31289,10.5,27.87,2014
Wheat,63,9084,9925,6.11,27.55,2014
Wheat,64,560,397,6.11,27.75,2014
Wheat,65,700,623,6.11,29.28,2014
Wheat,66,62370,81204,6.11,27.23,2014
Wheat,67,69480,90176,6.11,27.63,2014
Wheat,68,3165,2434,6.11,27.78,2014
Wheat,69,11866,14023,6.11,28.3,2014
Wheat,70,49799,63220,6.11,26.9,2014
Wheat,13,24,23,6.11,28.07,2014
Wheat,14,101845,126403,6.11,28.92,2014
Wheat,72,41170,53433,6.11,27.47,2014
Wheat,15,300,124,0.75,26.33,2014
Wheat,73,267,262,6.11,26.55,2014
Wheat,74,41110,48261,6.11,27.97,2014
Wheat,16,70898,93684,6.75,27.8,2014
Wheat,85,377247,478266,6.75,28.87,2014
Wheat,24,0,0,8.25,29.02,2014
Wheat,17,8247,9672,6.5,25.95,2014
Wheat,91,295075,377541,6.5,28.28,2014
Wheat,75,3684,3919,7.75,29.45,2014
Wheat,76,10790,13774,6.11,25.82,2014
Wheat,77,2783,2822,6.11,28.62,2014
Wheat,78,15614,16383,6.11,27.77,2014
Wheat,79,598,455,6.11,25.45,2014
Wheat,18,382,276,8.5,26.03,2014
Wheat,86,2238,1771,8.5,28.02,2014
Wheat,19,15029,15893,6,26.57,2014
Wheat,80,143466,187325,6.11,27.53,2014
